planttimestring,inst_rain,poa,poa_dw,total_rain,ambTemp,cloud_cover,modTemp,humidity,ws
2023-12-29 20:30:00,0.0,0.0,1.192,0.0,16.63,0.097,11.93,38.258,3.141
2023-12-29 20:45:00,0.0,0.0,1.465,0.0,16.783,0.356,12.155,38.27,3.111
2023-12-29 21:00:00,0.0,0.0,1.587,0.0,17.535,1.07,13.296,36.951,3.2
2023-12-29 21:15:00,0.0,0.0,1.142,0.0,17.961,0.487,14.052,39.637,2.947
2023-12-29 21:30:00,0.0,0.0,0.799,0.0,18.067,0.098,14.594,42.447,3.021
2023-12-29 21:45:00,0.0,0.0,0.381,0.0,17.516,0.098,14.281,44.589,2.41
2023-12-29 22:00:00,0.0,0.0,0.389,0.0,17.023,0.098,13.758,46.64,2.497
2023-12-29 22:15:00,0.0,0.0,0.479,0.0,16.756,0.097,13.488,48.096,2.484
2023-12-29 22:30:00,0.0,0.0,0.567,0.0,16.661,0.097,13.532,49.688,3.065
2023-12-29 22:45:00,0.0,0.0,0.627,0.0,16.65,0.097,13.66,50.797,2.863
2023-12-29 23:00:00,0.0,0.0,0.537,0.0,16.604,0.097,13.806,51.7,2.78
2023-12-29 23:15:00,0.0,0.0,0.719,0.0,16.776,0.097,13.856,51.604,3.049
2023-12-29 23:30:00,0.0,0.0,0.631,0.0,16.762,0.097,13.803,52.177,3.22
2023-12-29 23:45:00,0.0,0.0,0.523,0.0,16.628,0.097,13.743,52.778,2.659
2023-12-30 00:00:00,0.0,0.0,0.448,0.0,16.394,0.097,13.665,53.92,3.126
2023-12-30 00:15:00,0.0,0.0,0.403,0.0,16.041,0.551,13.366,55.699,2.979
2023-12-30 00:30:00,0.0,0.0,0.432,0.0,15.835,1.07,13.339,56.946,3.34
2023-12-30 00:45:00,0.0,0.0,0.41,0.0,15.728,1.07,13.281,57.989,3.291
2023-12-30 01:00:00,0.0,0.0,0.423,0.0,15.578,1.07,13.158,58.982,2.802
2023-12-30 01:15:00,0.0,0.0,0.521,0.0,15.522,1.07,13.145,59.552,2.987
2023-12-30 01:30:00,0.0,0.0,0.4,0.0,15.184,1.07,12.887,61.033,2.849
2023-12-30 01:45:00,0.0,0.0,0.24,0.0,14.613,1.069,12.386,63.623,2.482
2023-12-30 02:00:00,0.0,0.0,0.291,0.0,14.182,1.069,11.882,65.66,2.277
2023-12-30 02:15:00,0.0,0.0,0.372,0.0,13.745,1.069,11.345,67.904,2.18
2023-12-30 02:30:00,0.0,0.0,0.451,0.0,13.434,1.069,10.864,69.731,2.389
2023-12-30 02:45:00,0.0,0.0,0.543,0.0,13.15,1.069,10.515,71.531,2.345
2023-12-30 03:00:00,0.0,0.0,0.672,0.0,12.992,1.069,10.235,72.83,2.325
2023-12-30 03:15:00,0.0,0.0,0.691,0.0,12.854,1.068,10.066,73.779,2.319
2023-12-30 03:30:00,0.0,0.0,0.567,0.0,12.473,1.068,10.011,75.71,2.391
2023-12-30 03:45:00,0.0,0.0,0.508,0.0,12.073,1.068,9.548,78.108,2.317
2023-12-30 04:00:00,0.0,0.0,0.574,0.0,11.765,1.068,8.939,79.894,2.249
2023-12-30 04:15:00,0.0,0.0,0.609,0.0,11.509,1.068,8.775,81.363,2.709
2023-12-30 04:30:00,0.0,0.0,0.787,0.0,11.639,1.068,9.075,81.959,2.977
2023-12-30 04:45:00,0.0,0.0,0.712,0.0,11.664,1.603,9.238,82.189,2.851
2023-12-30 05:00:00,0.0,0.0,0.556,0.0,11.429,2.072,9.287,83.074,2.883
2023-12-30 05:15:00,0.0,0.0,0.51,0.0,11.182,2.072,9.161,84.508,2.623
2023-12-30 05:30:00,0.0,0.0,0.495,0.0,11.061,2.072,9.134,85.812,3.101
2023-12-30 05:45:00,0.0,0.0,0.476,0.0,10.865,2.071,9.032,87.085,2.679
2023-12-30 06:00:00,0.0,0.0,0.51,0.0,10.683,2.072,8.812,88.347,2.516
2023-12-30 06:15:00,0.0,0.0,0.517,0.0,10.597,2.741,8.713,89.227,2.741
2023-12-30 06:30:00,0.0,0.0,0.492,0.0,10.393,2.205,8.601,90.279,2.791
2023-12-30 06:45:00,0.0,0.0,0.513,0.0,10.163,2.071,8.376,91.252,2.731
2023-12-30 07:00:00,0.0,0.0,0.552,0.0,10.031,2.607,8.24,92.002,2.724
2023-12-30 07:15:00,0.0,1.605,1.404,0.0,9.916,3.074,8.251,92.577,2.869
2023-12-30 07:30:00,0.0,10.314,3.467,0.0,9.858,3.075,8.34,92.96,3.001
2023-12-30 07:45:00,0.0,33.08,8.109,0.0,9.877,2.071,8.544,93.017,2.603
2023-12-30 08:00:00,0.0,72.796,14.754,0.0,10.022,2.206,9.166,92.651,2.464
2023-12-30 08:15:00,0.0,127.468,22.946,0.0,10.402,4.271,10.218,91.329,3.042
2023-12-30 08:30:00,0.0,183.581,31.552,0.0,10.94,5.86,12.036,88.6,3.508
2023-12-30 08:45:00,0.0,242.496,41.322,0.0,11.49,6.197,14.063,85.482,3.739
2023-12-30 09:00:00,0.0,287.103,47.486,0.0,11.823,6.398,15.885,83.683,3.361
2023-12-30 09:15:00,0.0,333.712,55.213,0.0,12.369,3.613,17.173,81.206,3.75
2023-12-30 09:30:00,0.0,375.803,63.431,0.0,13.118,2.079,18.904,77.686,3.16
2023-12-30 09:45:00,0.0,422.095,73.868,0.0,13.547,2.08,20.353,75.376,3.364
2023-12-30 10:00:00,0.0,471.453,85.873,0.0,14.157,2.616,21.905,72.422,3.791
2023-12-30 10:15:00,0.0,511.215,96.049,0.0,14.65,3.084,24.029,70.007,3.454
2023-12-30 10:30:00,0.0,550.084,105.7,0.0,15.264,3.085,25.699,67.271,3.329
2023-12-30 10:45:00,0.0,588.94,114.751,0.0,15.994,4.09,27.101,64.188,3.287
2023-12-30 11:00:00,0.0,631.28,124.219,0.0,16.198,3.488,28.359,63.59,3.399
2023-12-30 11:15:00,0.0,666.187,132.565,0.0,16.549,3.086,29.157,62.16,3.661
2023-12-30 11:30:00,0.0,695.773,140.085,0.0,16.74,2.618,30.44,61.662,4.083
2023-12-30 11:45:00,0.0,723.023,147.293,0.0,17.322,1.078,31.247,59.441,3.877
2023-12-30 12:00:00,0.0,742.885,152.845,0.0,17.853,0.494,31.891,57.185,4.036
2023-12-30 12:15:00,0.0,756.144,156.82,0.0,18.207,0.105,32.5,56.146,3.858
2023-12-30 12:30:00,0.0,763.953,159.684,0.0,18.818,0.689,33.688,54.075,3.424
2023-12-30 12:45:00,0.0,765.015,160.246,0.0,19.268,1.152,34.053,52.575,3.867
2023-12-30 13:00:00,0.0,771.722,161.633,0.0,20.069,2.083,35.245,49.65,3.365
2023-12-30 13:15:00,0.0,767.911,160.517,0.0,20.647,2.084,35.223,47.221,3.816
2023-12-30 13:30:00,0.0,756.129,158.313,0.0,20.924,2.085,35.296,45.462,4.144
2023-12-30 13:45:00,0.0,738.906,155.257,0.0,21.158,2.62,34.633,44.085,4.009
2023-12-30 14:00:00,0.0,711.838,150.269,0.0,21.351,3.089,34.278,43.55,4.159
2023-12-30 14:15:00,0.0,684.484,144.842,0.0,21.792,2.553,33.855,41.88,3.924
2023-12-30 14:30:00,0.0,655.171,138.704,0.0,21.659,2.084,33.435,42.269,4.545
2023-12-30 14:45:00,0.0,628.218,132.444,0.0,21.849,2.017,32.812,40.715,4.491
2023-12-30 15:00:00,0.0,595.733,124.346,0.0,21.828,1.079,32.414,40.478,3.918
2023-12-30 15:15:00,0.0,557.896,115.155,0.0,22.138,1.079,30.757,39.838,3.744
2023-12-30 15:30:00,0.0,522.517,106.284,0.0,21.783,1.079,29.907,40.566,3.839
2023-12-30 15:45:00,0.0,475.937,95.643,0.0,21.774,1.079,29.405,40.139,3.839
2023-12-30 16:00:00,0.0,424.553,84.463,0.0,21.587,1.079,27.928,40.827,4.0
2023-12-30 16:15:00,0.0,374.775,73.656,0.0,21.472,0.235,26.584,40.635,3.874
2023-12-30 16:30:00,0.0,307.116,58.693,0.0,21.297,0.957,24.889,40.572,3.51
2023-12-30 16:45:00,0.0,235.879,33.65,0.0,21.021,3.02,23.133,41.206,4.334
2023-12-30 17:00:00,0.0,162.763,24.322,0.0,20.661,3.086,21.466,42.731,3.475
2023-12-30 17:15:00,0.0,55.167,18.454,0.0,20.174,2.751,19.79,43.999,3.924
2023-12-30 17:30:00,0.0,46.192,8.529,0.0,19.622,1.142,18.156,45.702,3.444
2023-12-30 17:45:00,0.0,11.212,3.159,0.0,18.894,0.555,16.635,47.505,2.872
2023-12-30 18:00:00,0.0,0.084,0.866,0.0,18.088,0.099,15.085,50.448,2.275
2023-12-30 18:15:00,0.0,0.0,0.344,0.0,17.283,0.098,13.928,53.61,2.562
2023-12-30 18:30:00,0.0,0.0,0.433,0.0,16.751,0.098,12.942,55.778,2.557
2023-12-30 18:45:00,0.0,0.0,0.487,0.0,16.046,0.098,12.382,58.7,2.623
2023-12-30 19:00:00,0.0,0.0,0.745,0.0,15.844,0.098,12.317,59.849,2.776
2023-12-30 19:15:00,0.0,0.0,0.87,0.0,15.905,0.098,12.384,59.674,3.021
2023-12-30 19:30:00,0.0,0.0,0.763,0.0,15.683,0.097,12.412,60.145,2.815
2023-12-30 19:45:00,0.0,0.0,0.668,0.0,15.413,0.097,12.147,60.757,3.013
2023-12-30 20:00:00,0.0,0.0,0.624,0.0,15.123,0.097,11.834,61.649,2.837
2023-12-30 20:15:00,0.0,0.0,0.701,0.0,14.957,0.097,11.526,61.985,2.657
2023-12-30 20:30:00,0.0,0.0,0.662,0.0,14.795,0.097,11.389,62.498,2.969
2023-12-30 20:45:00,0.0,0.0,0.662,0.0,14.641,0.097,11.508,63.082,2.579
2023-12-30 21:00:00,0.0,0.0,0.573,0.0,14.323,0.097,11.19,64.677,2.692
2023-12-30 21:15:00,0.0,0.0,0.538,0.0,13.922,0.097,10.725,66.312,2.279
2023-12-30 21:30:00,0.0,0.0,0.425,0.0,13.393,0.097,9.872,68.6,2.035
2023-12-30 21:45:00,0.0,0.0,0.605,0.0,12.922,0.097,9.054,70.932,2.324
2023-12-30 22:00:00,0.0,0.0,0.86,0.0,12.75,0.875,8.921,71.5,2.615
2023-12-30 22:15:00,0.0,0.0,0.899,0.0,12.792,1.069,9.088,71.595,2.541
2023-12-30 22:30:00,0.0,0.0,0.87,0.0,12.747,1.069,9.044,72.184,2.682
2023-12-30 22:45:00,0.0,0.0,0.933,0.0,12.917,1.069,9.654,71.719,2.723
2023-12-30 23:00:00,0.0,0.0,0.754,0.0,12.801,1.069,9.877,72.389,3.165
2023-12-30 23:15:00,0.0,0.0,0.656,0.0,12.657,1.069,9.881,73.327,2.599
2023-12-30 23:30:00,0.0,0.0,0.502,0.0,12.217,1.069,9.303,75.589,1.96
2023-12-30 23:45:00,0.0,0.0,0.474,0.0,11.708,1.069,8.566,78.092,1.891
2023-12-31 00:00:00,0.0,0.0,0.619,0.0,11.265,1.068,7.91,79.905,2.03
2023-12-31 00:15:00,0.0,0.0,0.783,0.0,10.998,1.068,7.501,81.213,2.155
2023-12-31 00:30:00,0.0,0.0,1.005,0.0,10.911,1.068,7.397,81.9,2.241
2023-12-31 00:45:00,0.0,0.0,1.139,0.0,11.018,1.938,7.492,81.562,2.466
2023-12-31 01:00:00,0.0,0.0,1.08,0.0,11.246,2.072,7.848,80.751,2.516
2023-12-31 01:15:00,0.0,0.0,1.019,0.0,11.525,2.072,8.138,79.521,2.816
2023-12-31 01:30:00,0.0,0.0,0.827,0.0,11.444,1.804,8.492,79.33,2.297
2023-12-31 01:45:00,0.0,0.0,0.709,0.0,11.202,1.068,8.063,80.489,2.439
2023-12-31 02:00:00,0.0,0.0,0.762,0.0,11.106,1.068,7.997,80.825,2.359
2023-12-31 02:15:00,0.0,0.0,0.587,0.0,10.71,1.068,7.877,82.353,2.349
2023-12-31 02:30:00,0.0,0.0,0.708,0.0,10.594,2.005,7.799,83.067,2.589
2023-12-31 02:45:00,0.0,0.0,0.852,0.0,10.839,2.071,8.06,82.407,2.243
2023-12-31 03:00:00,0.0,0.0,0.86,0.0,10.979,2.071,8.229,82.004,2.204
2023-12-31 03:15:00,0.0,0.0,0.807,0.0,11.099,2.071,8.368,81.648,2.435
2023-12-31 03:30:00,0.0,0.0,0.65,0.0,11.01,2.071,8.468,81.909,2.459
2023-12-31 03:45:00,0.0,0.0,0.507,0.0,10.679,2.071,8.074,83.568,2.185
2023-12-31 04:00:00,0.0,0.0,0.622,0.0,10.532,2.071,7.679,84.525,2.106
2023-12-31 04:15:00,0.0,0.0,0.808,0.0,10.535,2.071,7.69,84.663,2.511
2023-12-31 04:30:00,0.0,0.0,0.828,0.0,10.523,2.071,7.901,84.737,2.73
2023-12-31 04:45:00,0.0,0.0,0.658,0.0,10.426,2.071,7.827,85.175,2.311
2023-12-31 05:00:00,0.0,0.0,0.671,0.0,10.32,2.071,7.758,85.703,2.679
2023-12-31 05:15:00,0.0,0.0,0.626,0.0,10.242,2.071,7.699,85.779,2.527
2023-12-31 05:30:00,0.0,0.0,0.542,0.0,10.013,2.071,7.503,86.443,2.611
2023-12-31 05:45:00,0.0,0.0,0.548,0.0,9.759,2.071,7.2,87.267,2.103
2023-12-31 06:00:00,0.0,0.0,0.645,0.0,9.574,2.071,6.925,87.865,2.194
2023-12-31 06:15:00,0.0,0.0,0.765,0.0,9.619,2.071,6.986,87.793,2.287
2023-12-31 06:30:00,0.0,0.0,0.59,0.0,9.319,2.071,6.783,88.31,2.171
2023-12-31 06:45:00,0.0,0.0,0.433,0.0,8.766,2.07,6.295,90.126,2.231
2023-12-31 07:00:00,0.0,0.0,0.638,0.0,8.452,2.07,5.86,91.203,2.123
2023-12-31 07:15:00,0.0,0.043,1.021,0.0,8.266,2.07,5.93,92.14,2.257
2023-12-31 07:30:00,0.0,5.474,2.381,0.0,8.29,2.07,6.305,92.649,2.373
2023-12-31 07:45:00,0.0,28.603,5.554,0.0,8.35,2.071,6.361,92.757,2.311
2023-12-31 08:00:00,0.0,72.902,9.386,0.0,8.581,2.072,6.965,92.359,2.257
2023-12-31 08:15:00,0.0,132.623,14.712,0.0,9.172,3.077,8.257,91.004,2.113
2023-12-31 08:30:00,0.0,193.136,24.151,0.0,10.207,3.816,9.981,87.044,2.547
2023-12-31 08:45:00,0.0,255.967,34.517,0.0,11.135,4.019,11.665,82.732,2.537
2023-12-31 09:00:00,0.0,317.945,44.814,0.0,12.326,1.744,14.773,77.111,2.416
2023-12-31 09:15:00,0.0,379.339,56.05,0.0,13.558,1.075,18.583,69.652,2.538
2023-12-31 09:30:00,0.0,435.147,68.403,0.0,14.698,1.076,20.825,63.491,2.536
2023-12-31 09:45:00,0.0,491.062,81.759,0.0,15.318,1.076,23.235,57.942,2.769
2023-12-31 10:00:00,0.0,529.919,93.277,0.0,16.282,1.21,25.207,51.782,2.86
2023-12-31 10:15:00,0.0,580.511,106.128,0.0,17.486,2.082,27.324,42.514,3.105
2023-12-31 10:30:00,0.0,618.004,116.397,0.0,18.631,2.082,29.201,35.469,3.402
2023-12-31 10:45:00,0.0,657.435,126.107,0.0,19.421,2.417,30.454,32.422,3.904
2023-12-31 11:00:00,0.0,690.565,134.344,0.0,19.811,2.15,31.7,31.094,3.901
2023-12-31 11:15:00,0.0,713.617,140.48,0.0,20.219,2.083,32.764,28.246,4.4
2023-12-31 11:30:00,,,,,,,,,
2023-12-31 11:45:00,0.0,767.846,156.371,0.0,21.501,1.079,34.841,25.624,4.19
2023-12-31 12:00:00,0.0,777.763,159.717,0.0,21.601,0.106,35.615,26.31,4.403
2023-12-31 12:15:00,0.0,786.414,162.998,0.0,21.732,0.106,36.378,27.607,4.712
2023-12-31 12:30:00,0.0,794.243,165.794,0.0,22.491,0.236,36.966,26.666,4.083
2023-12-31 12:45:00,0.0,801.98,167.789,0.0,22.497,0.755,37.329,26.149,3.941
2023-12-31 13:00:00,0.0,805.026,168.466,0.0,23.05,1.883,38.007,24.987,4.366
2023-12-31 13:15:00,0.0,801.24,167.406,0.0,23.355,2.084,38.111,23.991,3.947
2023-12-31 13:30:00,0.0,787.913,165.032,0.0,23.589,2.085,38.388,23.494,4.322
2023-12-31 13:45:00,0.0,772.409,162.304,0.0,24.014,2.085,37.748,22.827,4.053
2023-12-31 14:00:00,0.0,748.529,157.904,0.0,23.938,1.683,37.741,22.268,4.328
2023-12-31 14:15:00,0.0,725.998,153.698,0.0,24.135,1.08,37.281,21.318,4.801
2023-12-31 14:30:00,0.0,692.272,147.007,0.0,23.992,1.08,36.139,21.274,4.124
2023-12-31 14:45:00,0.0,664.746,140.443,0.0,24.01,1.08,34.955,21.103,5.261
2023-12-31 15:00:00,0.0,633.328,132.271,0.0,23.921,1.08,33.966,21.09,4.236
2023-12-31 15:15:00,0.0,602.283,123.598,0.0,24.01,1.08,33.345,19.945,5.189
2023-12-31 15:30:00,0.0,571.237,115.003,0.0,24.071,1.08,32.511,18.934,4.291
2023-12-31 15:45:00,0.0,527.829,104.333,0.0,24.086,1.079,31.83,18.662,4.695
2023-12-31 16:00:00,0.0,477.0,92.746,0.0,23.728,1.079,30.236,19.495,4.408
2023-12-31 16:15:00,0.0,423.842,81.105,0.0,23.43,1.079,28.589,19.367,4.939
2023-12-31 16:30:00,0.0,363.429,66.582,0.0,23.263,0.105,27.3,19.436,4.462
2023-12-31 16:45:00,0.0,297.571,36.285,0.0,22.884,0.955,25.487,19.838,5.231
2023-12-31 17:00:00,0.0,223.606,25.448,0.0,22.484,2.819,23.623,20.114,4.694
2023-12-31 17:15:00,0.0,43.972,23.464,0.0,22.061,2.819,21.86,20.83,3.774
2023-12-31 17:30:00,0.0,85.729,9.607,0.0,21.464,1.277,19.946,21.734,3.483
2023-12-31 17:45:00,0.0,22.5,3.032,0.0,20.646,0.555,17.978,23.342,3.551
2023-12-31 18:00:00,0.0,0.271,0.73,0.0,19.717,0.099,16.297,25.292,3.035
2023-12-31 18:15:00,0.0,0.0,0.298,0.0,18.826,0.098,15.07,27.181,2.743
2023-12-31 18:30:00,0.0,0.0,0.419,0.0,18.229,0.098,14.531,30.685,2.809
2023-12-31 18:45:00,0.0,0.0,0.49,0.0,17.656,0.098,14.004,35.005,2.807
2023-12-31 19:00:00,0.0,0.0,0.438,0.0,17.09,0.098,13.535,38.02,2.939
2023-12-31 19:15:00,0.0,0.0,0.541,0.0,16.709,0.098,13.394,42.024,2.795
2023-12-31 19:30:00,0.0,0.0,0.523,0.0,16.25,0.098,12.906,45.545,2.958
2023-12-31 19:45:00,0.0,0.0,0.531,0.0,15.9,0.098,12.728,47.16,3.224
2023-12-31 20:00:00,0.0,0.0,0.448,0.0,15.332,0.097,12.27,49.217,2.882
2023-12-31 20:15:00,0.0,0.0,0.467,0.0,14.792,0.097,11.86,51.275,2.977
2023-12-31 20:30:00,0.0,0.0,0.385,0.0,14.106,0.097,11.088,55.351,2.585
2023-12-31 20:45:00,0.0,0.0,0.534,0.0,13.777,0.097,10.669,58.424,2.717
2023-12-31 21:00:00,0.0,0.0,0.701,0.0,13.593,0.097,10.319,60.152,2.846
2023-12-31 21:15:00,0.0,0.0,0.604,0.0,13.271,0.097,10.023,61.731,2.541
2023-12-31 21:30:00,0.0,0.0,0.605,0.0,12.923,0.097,9.57,63.318,2.513
2023-12-31 21:45:00,0.0,0.0,0.658,0.0,12.43,0.096,9.105,65.289,2.239
2023-12-31 22:00:00,0.0,0.0,0.661,0.0,11.923,0.096,8.537,67.396,2.33
2023-12-31 22:15:00,0.0,0.0,0.85,0.0,11.802,0.096,8.27,67.989,2.512
2023-12-31 22:30:00,0.0,0.0,0.805,0.0,11.658,0.096,8.442,68.903,2.692
2023-12-31 22:45:00,0.0,0.0,0.746,0.0,11.496,0.096,8.466,70.113,2.776
2023-12-31 23:00:00,0.0,0.0,0.77,0.0,11.362,0.096,8.336,71.174,2.743
2023-12-31 23:15:00,0.0,0.0,0.779,0.0,11.162,0.096,7.874,72.206,2.519
2023-12-31 23:30:00,0.0,0.0,0.748,0.0,10.771,0.744,7.476,74.291,2.553
2023-12-31 23:45:00,0.0,0.0,0.642,0.0,10.29,1.068,6.975,76.662,2.221
